source_record_id,batch_id,dispatch_ts,zone,priority,response_minutes,temp_c,precip_mm,hospital_id
AMB-39420c636a17,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 12:05:13+00:00,Z8,2,16.2,14.1,0.0,H004
AMB-58b7f91a5ff8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 12:34:27+00:00,Z6,1,5.9,14.1,0.0,H004
AMB-d298a9d38934,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 13:43:30+00:00,Z3,1,2.2,14.8,0.0,H005
AMB-19a7a9bb85b0,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 14:42:03+00:00,Z6,2,4.5,14.8,0.0,H002
AMB-46f9815c405b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 15:40:30+00:00,Z5,2,11.3,13.2,0.0,H001
AMB-1c62c1681176,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 16:00:43+00:00,Z2,2,5.2,11.8,0.0,H003
AMB-c5134557a308,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 16:45:55+00:00,Z7,1,19.2,11.8,0.0,H002
AMB-47450df80fbe,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 16:52:19+00:00,Z1,3,10.1,11.8,0.0,H004
AMB-9a32786aa3f6,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 17:28:56+00:00,Z2,2,21.1,10.8,0.0,H004
AMB-7aac66182e38,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 19:47:02+00:00,Z2,2,11.0,9.4,0.0,H002
AMB-1b47d7ebba3d,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 19:57:18+00:00,Z4,3,10.7,9.4,0.0,H001
AMB-ec4d7eb578f2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 20:02:55+00:00,Z5,2,4.5,8.5,0.0,H002
AMB-e39b4a71f2ff,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 21:37:04+00:00,Z5,3,16.5,7.8,0.0,H004
AMB-a0cc73cc3029,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 21:01:01+00:00,Z6,3,34.8,7.8,0.0,H003
AMB-08a3060903e3,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 22:56:25+00:00,Z2,1,5.5,6.9,0.0,H005
AMB-a5ebdc63ef6b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 22:46:47+00:00,Z2,3,19.6,6.9,0.0,H002
AMB-da1dbf7cb725,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 22:54:43+00:00,Z1,1,13.7,6.9,0.0,H003
AMB-60a8d5f7365f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 23:30:59+00:00,Z5,3,7.9,6.2,0.0,H001
AMB-a0da68a8b07e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-05 23:55:18+00:00,Z2,3,36.1,6.2,0.0,H003
AMB-cc5021138b61,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 00:57:36+00:00,Z7,3,18.2,5.8,0.0,H001
AMB-aec3b44b8787,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 00:56:48+00:00,Z3,2,11.5,5.8,0.0,H004
AMB-cd4afe80b42f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 01:20:28+00:00,Z1,2,18.0,5.6,0.0,H005
AMB-9337df9d021c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 01:53:04+00:00,Z6,2,11.4,5.6,0.0,H001
AMB-76c75bf14ef8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 01:11:55+00:00,Z8,1,8.4,5.6,0.0,H005
AMB-4aa122ee1a87,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 01:08:22+00:00,Z3,3,9.6,5.6,0.0,H002
AMB-e75f306b2946,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 02:55:21+00:00,Z6,1,7.8,5.5,0.0,H005
AMB-e8eff3c4ed12,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 03:36:26+00:00,Z2,3,16.4,5.5,0.0,H005
AMB-c6145bbd0d3c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 04:27:25+00:00,Z4,2,17.7,5.7,0.0,H005
AMB-eb132f3d1ed8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 04:44:48+00:00,Z3,3,8.1,5.7,0.0,H005
AMB-ddda0d075ca2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 04:25:42+00:00,Z4,2,6.3,5.7,0.0,H002
AMB-69c1d94845a2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 05:02:56+00:00,Z5,3,15.5,5.7,0.0,H005
AMB-76145501d3d9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 05:21:08+00:00,Z4,2,15.6,5.7,0.0,H002
AMB-93db1483b887,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 05:41:51+00:00,Z1,1,1.9,5.7,0.0,H001
AMB-a5b9e072f023,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 06:48:28+00:00,Z1,1,9.4,5.3,0.0,H004
AMB-041317b4fa04,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 06:07:02+00:00,Z6,1,13.3,5.3,0.0,H002
AMB-e5bcbfadce5f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 06:02:18+00:00,Z7,2,10.6,5.3,0.0,H005
AMB-91e00dd9d68e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 07:41:12+00:00,Z8,3,14.7,5.7,0.0,H001
AMB-00156ba8d2db,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 07:04:26+00:00,Z3,2,6.5,5.7,0.0,H005
AMB-98929b566f3b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 08:22:58+00:00,Z7,3,6.1,7.3,0.0,H003
AMB-b3f7b0224018,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 09:43:53+00:00,Z2,2,18.5,9.2,0.0,H002
AMB-1dd117c904c4,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 09:27:13+00:00,Z7,2,4.8,9.2,0.0,H001
AMB-bc45e4d869a8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 09:10:39+00:00,Z4,2,11.6,9.2,0.0,H004
AMB-082df5deec03,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 09:24:52+00:00,Z6,2,9.2,9.2,0.0,H004
AMB-ad4f2372bb37,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 10:00:53+00:00,Z2,2,12.1,10.9,0.0,H003
AMB-dc9c0cbe2458,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 11:39:29+00:00,Z5,1,2.0,11.9,0.0,H005
AMB-60acd2580c70,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 11:28:46+00:00,Z3,3,23.4,11.9,0.0,H005
AMB-2ab17b2983dc,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 11:12:56+00:00,Z3,1,9.4,11.9,0.0,H001
AMB-eea38fbee279,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 12:01:17+00:00,Z4,2,7.3,13.4,0.0,H001
AMB-1bd1f9dc6aaa,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 12:18:11+00:00,Z6,1,17.8,13.4,0.0,H005
AMB-7b7529449790,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 12:02:12+00:00,Z8,2,16.2,13.4,0.0,H001
AMB-83946b5c9448,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 12:21:47+00:00,Z2,2,8.1,13.4,0.0,H003
AMB-410579cd06d2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 12:08:58+00:00,Z1,2,8.5,13.4,0.0,H001
AMB-1d422e570060,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 12:04:25+00:00,Z2,2,5.6,13.4,0.0,H003
AMB-c80dbd71309f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 13:20:12+00:00,Z2,2,3.9,13.6,0.0,H004
AMB-ece60466237e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 13:04:56+00:00,Z4,3,8.6,13.6,0.0,H002
AMB-c46ebd51e7c1,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 14:05:27+00:00,Z1,1,2.6,13.3,0.0,H003
AMB-4709d6a40cb2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 15:15:49+00:00,Z7,3,5.8,12.1,0.0,H003
AMB-23d835cd40aa,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 15:14:38+00:00,Z2,3,20.5,12.1,0.0,H005
AMB-f69c2059010d,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 15:13:36+00:00,Z5,1,6.6,12.1,0.0,H002
AMB-b3059318d0ca,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 16:05:37+00:00,Z5,3,10.3,10.4,0.0,H005
AMB-fef096437822,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 16:23:45+00:00,Z3,1,2.4,10.4,0.0,H001
AMB-218471b377bc,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 16:27:00+00:00,Z5,3,13.2,10.4,0.0,H004
AMB-8c0326096482,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 17:56:00+00:00,Z4,1,9.9,9.2,0.0,H003
AMB-b2251d353f56,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 17:11:40+00:00,Z5,1,4.9,9.2,0.0,H003
AMB-464e2f762bee,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 17:24:27+00:00,Z3,3,6.5,9.2,0.0,H003
AMB-4d8fe7097d17,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 17:41:06+00:00,Z8,3,7.2,9.2,0.0,H005
AMB-600e643affa7,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 17:26:36+00:00,Z1,3,10.4,9.2,0.0,H004
AMB-2fa4a38564dd,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 17:45:55+00:00,Z1,2,5.5,9.2,0.0,H004
AMB-fef415f2e6e9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 20:01:20+00:00,Z6,1,11.6,7.6,0.0,H002
AMB-bc80c9ca9a36,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 20:58:34+00:00,Z4,1,5.8,7.6,0.0,H004
AMB-77a1feabfe4e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 21:48:00+00:00,Z8,3,8.0,7.7,0.0,H003
AMB-65c4168b865c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 21:12:56+00:00,Z4,2,12.4,7.7,0.0,H004
AMB-bc86a9642d7c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 22:31:42+00:00,Z7,3,17.2,7.6,0.0,H002
AMB-149638508e18,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 22:02:23+00:00,Z3,2,9.1,7.6,0.0,H005
AMB-8d07d02149cf,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 23:07:47+00:00,Z7,2,9.9,7.2,0.0,H003
AMB-61e0859212f6,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 23:30:15+00:00,Z2,3,13.0,7.2,0.0,H002
AMB-5d241dcbc100,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 23:34:27+00:00,Z2,3,8.5,7.2,0.0,H003
AMB-a39c92c87ae6,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-06 23:48:47+00:00,Z3,3,13.0,7.2,0.0,H001
AMB-73ae4eaecdf9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 00:23:47+00:00,Z7,3,8.9,6.6,0.0,H003
AMB-04bfb0c1ae8d,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 01:54:55+00:00,Z4,1,5.2,6.2,0.0,H005
AMB-757974c539f9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 01:06:21+00:00,Z2,2,7.2,6.2,0.0,H004
AMB-673c7d9b0f89,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 01:42:31+00:00,Z1,2,22.4,6.2,0.0,H003
AMB-f18135ef4c93,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 02:10:11+00:00,Z2,1,11.6,5.9,0.0,H001
AMB-8be5764b86a7,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 02:50:31+00:00,Z3,3,16.3,5.9,0.0,H005
AMB-115226799e7b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 02:59:10+00:00,Z8,2,7.2,5.9,0.0,H001
AMB-36d736f28bc8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 02:39:07+00:00,Z7,2,8.8,5.9,0.0,H004
AMB-c194d648be29,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 02:57:39+00:00,Z8,3,31.0,5.9,0.0,H004
AMB-df85a78d87c2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 04:31:21+00:00,Z7,3,34.0,5.6,0.0,H003
AMB-30a4df25eaa3,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 04:56:58+00:00,Z7,2,8.1,5.6,0.0,H004
AMB-51d7e29455a2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 04:58:59+00:00,Z3,1,9.5,5.6,0.0,H002
AMB-532bbc80956a,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 06:21:21+00:00,Z8,3,10.3,5.1,0.0,H003
AMB-6aa61e6c3a63,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 06:21:04+00:00,Z6,1,8.2,5.1,0.0,H002
AMB-b251f01805fd,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 06:11:40+00:00,Z2,2,15.3,5.1,0.0,H002
AMB-c792372c94c7,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 06:15:40+00:00,Z5,3,7.4,5.1,0.0,H005
AMB-b5f315e4729e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 07:22:18+00:00,Z4,3,22.4,5.1,0.0,H001
AMB-cf5230ba548e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 07:25:35+00:00,Z2,2,15.7,5.1,0.0,H002
AMB-e2ba8d60f7e3,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 07:34:03+00:00,Z7,2,12.2,5.1,0.0,H004
AMB-19e89d0e9553,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 07:56:33+00:00,Z1,3,16.0,5.1,0.0,H003
AMB-6587b797421a,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 07:07:45+00:00,Z7,3,17.1,5.1,0.0,H003
AMB-96fba7a84151,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 08:21:34+00:00,Z3,3,12.5,6.3,0.0,H003
AMB-f821d0f55f81,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 08:04:44+00:00,Z7,2,11.5,6.3,0.0,H002
AMB-f83770c08b46,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 08:36:59+00:00,Z2,1,9.5,6.3,0.0,H003
AMB-6c10cd9f82c1,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 08:45:59+00:00,Z2,2,8.0,6.3,0.0,H001
AMB-e68ba388616c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 09:12:48+00:00,Z5,2,5.4,7.7,0.0,H002
AMB-b793a16d00bb,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 09:41:38+00:00,Z8,3,20.1,7.7,0.0,H002
AMB-1c9164acede4,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 09:47:19+00:00,Z1,2,14.1,7.7,0.0,H001
AMB-4781179e7398,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 09:24:54+00:00,Z8,1,13.2,7.7,0.0,H004
AMB-e749a250bb1c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 10:42:18+00:00,Z4,3,8.3,9.1,0.0,H004
AMB-d271cc19399e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 11:22:27+00:00,Z8,3,20.9,10.2,0.0,H005
AMB-3a88804cb22f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 11:16:17+00:00,Z8,3,14.9,10.2,0.0,H004
AMB-950d968ee62f,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 11:08:27+00:00,Z2,2,19.4,10.2,0.0,H004
AMB-d527f4d83dd5,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 11:32:04+00:00,Z1,3,10.7,10.2,0.0,H002
AMB-27b6506a8f5e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 11:49:13+00:00,Z8,3,10.1,10.2,0.0,H001
AMB-4b7fafa6a550,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 12:53:07+00:00,Z5,1,9.9,11.4,0.0,H001
AMB-fab0ab92c4b1,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 12:45:21+00:00,Z6,3,8.1,11.4,0.0,H003
AMB-af611edbb988,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 12:58:08+00:00,Z1,2,5.5,11.4,0.0,H002
AMB-7c98f2fb6509,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 13:03:41+00:00,Z2,2,8.0,11.9,0.0,H005
AMB-51c12db93ecc,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 13:34:21+00:00,Z3,3,17.8,11.9,0.0,H001
AMB-20cfd71c120b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 13:51:42+00:00,Z4,1,7.7,11.9,0.0,H005
AMB-7a3adcd56696,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 17:04:07+00:00,Z2,3,11.6,7.8,0.0,H001
AMB-e08a8e496ff2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 18:56:58+00:00,Z5,1,5.5,6.8,0.0,H002
AMB-0c1426d39c86,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 18:43:48+00:00,Z5,2,14.4,6.8,0.0,H001
AMB-60351ee72a05,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 18:35:27+00:00,Z2,3,14.6,6.8,0.0,H005
AMB-51de124ec364,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 18:05:38+00:00,Z8,2,5.9,6.8,0.0,H002
AMB-ec419b933d69,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 18:56:12+00:00,Z7,2,10.7,6.8,0.0,H004
AMB-2e72f6abe81e,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 18:35:09+00:00,Z1,2,5.6,6.8,0.0,H001
AMB-0f4ed54da753,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 19:25:32+00:00,Z6,3,37.6,5.8,0.0,H002
AMB-830ec49b72a4,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 19:48:14+00:00,Z8,1,17.7,5.8,0.0,H001
AMB-a87f1dba549a,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 19:17:41+00:00,Z6,1,6.6,5.8,0.0,H005
AMB-bcd5a6b5dc13,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 20:58:20+00:00,Z6,2,11.5,5.7,0.0,H004
AMB-ffc55999912b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 21:47:21+00:00,Z2,3,18.6,5.8,0.0,H002
AMB-806d7a0f65d4,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 21:02:07+00:00,Z4,2,11.0,5.8,0.0,H004
AMB-071e6ab37d9a,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 21:34:10+00:00,Z8,1,7.3,5.8,0.0,H004
AMB-fc4ea5d98b17,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 21:50:48+00:00,Z8,2,4.9,5.8,0.0,H002
AMB-22cdcc5cc2d5,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 21:09:36+00:00,Z8,2,9.9,5.8,0.0,H005
AMB-b8669e3ae9b3,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 22:46:51+00:00,Z4,1,11.9,5.6,0.0,H001
AMB-7d52f0ebd8c7,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 22:08:00+00:00,Z7,2,11.4,5.6,0.0,H002
AMB-a12f37bd7ca7,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 23:41:31+00:00,Z5,3,20.0,5.2,0.0,H003
AMB-a0a626fe7e23,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 23:01:44+00:00,Z4,3,15.1,5.2,0.0,H004
AMB-7d4f25621e03,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 23:18:02+00:00,Z3,1,4.1,5.2,0.0,H003
AMB-34d2a80436af,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-07 23:30:58+00:00,Z1,2,6.0,5.2,0.0,H001
AMB-ae52cf2bf6e3,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 00:27:41+00:00,Z8,3,16.4,3.7,0.0,H004
AMB-fc52a94d8cbd,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 00:17:35+00:00,Z2,1,17.6,3.7,0.0,H004
AMB-c43aa989c13d,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 00:05:45+00:00,Z6,2,10.8,3.7,0.0,H001
AMB-8a3aefe51567,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 00:55:26+00:00,Z5,2,22.9,3.7,0.0,H003
AMB-efe170c5f4a8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 01:56:44+00:00,Z6,1,9.0,3.0,0.0,H003
AMB-ddbbdbc30555,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 01:59:30+00:00,Z4,1,5.1,3.0,0.0,H003
AMB-c3d0c4f64c4d,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 01:40:39+00:00,Z7,2,14.9,3.0,0.0,H001
AMB-ec2d84083880,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 01:07:50+00:00,Z1,1,5.9,3.0,0.0,H003
AMB-8131ef0c50bd,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 01:50:26+00:00,Z3,3,25.0,3.0,0.0,H003
AMB-028e51a376d9,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 02:33:48+00:00,Z6,3,5.1,2.0,0.0,H004
AMB-a950858ff309,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 03:46:37+00:00,Z3,1,6.7,1.6,0.0,H005
AMB-f1bb821bdcf3,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 03:57:11+00:00,Z3,2,3.4,1.6,0.0,H002
AMB-8f20f5b49a21,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 03:35:59+00:00,Z5,1,18.5,1.6,0.0,H001
AMB-5b45e43a2b26,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 04:06:24+00:00,Z6,2,18.9,1.5,0.0,H003
AMB-baaaaf61fed0,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 04:43:04+00:00,Z8,3,15.6,1.5,0.0,H001
AMB-c83a7cc9612b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 04:14:59+00:00,Z5,3,12.1,1.5,0.0,H004
AMB-2e394700967c,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 04:07:15+00:00,Z2,2,5.3,1.5,0.0,H001
AMB-68487991b81d,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 05:08:34+00:00,Z2,3,19.4,1.5,0.0,H005
AMB-cb9edc0c96ac,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 06:12:43+00:00,Z7,3,27.3,1.8,0.0,H002
AMB-72da098dddd0,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 06:10:55+00:00,Z8,1,9.5,1.8,0.0,H004
AMB-fedcae818dac,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 06:15:33+00:00,Z7,2,11.2,1.8,0.0,H002
AMB-0cea9478ff32,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 06:50:11+00:00,Z5,1,4.1,1.8,0.0,H003
AMB-5910b57dfdbc,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 06:40:31+00:00,Z2,2,14.8,1.8,0.0,H002
AMB-b64280fc548d,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 07:49:37+00:00,Z2,3,17.6,2.4,0.0,H001
AMB-00678c7037b8,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 07:56:27+00:00,Z7,2,13.8,2.4,0.0,H004
AMB-b5a827c77f6b,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 08:24:13+00:00,Z6,2,13.2,4.3,0.0,H003
AMB-fa5a565ae1a0,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 08:04:38+00:00,Z5,1,15.6,4.3,0.0,H003
AMB-4b0f68add7df,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 09:50:39+00:00,Z6,2,16.6,6.1,0.0,H001
AMB-c3faf1a172b5,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 09:42:54+00:00,Z1,3,20.5,6.1,0.0,H001
AMB-3bdca1044fbf,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 10:58:44+00:00,Z4,2,13.0,7.4,0.0,H002
AMB-80d08d044695,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 11:55:48+00:00,Z6,1,12.8,8.3,0.0,H002
AMB-4b1346677637,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 11:40:08+00:00,Z3,2,7.1,8.3,0.0,H001
AMB-821504fd58d2,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 11:39:45+00:00,Z7,2,17.0,8.3,0.0,H005
AMB-aa4632a77af0,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 12:48:05+00:00,Z1,1,7.4,7.9,0.0,H005
AMB-e6bd097c75dd,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 12:33:44+00:00,Z6,3,23.4,7.9,0.0,H003
AMB-da090fecebc4,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 12:35:22+00:00,Z8,2,15.4,7.9,0.0,H001
AMB-49be9c7e5c21,f6b8f44f-c3c0-4e76-9345-22f523f19033,2025-11-08 13:20:28+00:00,Z3,1,5.8,8.1,0.0,H001
